id,keyword,location,text,target,extracted_usernames,extracted_hashtags,extracted_urls,entities,word_count,char_count,entities_str
41,accident,"Covina, Ca",my back and neck are still fucked up from the accident 😡😡😭😭,0,[],[],[],{},12,59,{}
42,accident,"Colorado, Brighton",RT! Prince Harry just confirmed that his mother’s (Princess Diana) death was not an accident! https://t.co/1ADe3uZ3eR,1,[],[],['https://t.co/1ADe3uZ3eR'],"{'PERSON': ['Harry', 'Diana']}",16,117,"{'PERSON': ['Harry', 'Diana']}"
43,accident,,Note to Democrats: It’s not a Muslim ban. Islam is not a race. Soleimani was a terrorist &amp; was exterminated not assas…,0,[],[],[],"{'NORP': ['Democrats', 'Muslim'], 'ORG': ['Islam'], 'PERSON': ['Soleimani']}",22,122,"{'NORP': ['Democrats', 'Muslim'], 'ORG': ['Islam'], 'PERSON': ['Soleimani']}"
44,accident,"North Carolina, USA",Juwan Johnson/Oregon is one big dude. Looks like a tight end stuck in the receiver group by accident.,0,[],[],[],"{'PERSON': ['Juwan Johnson'], 'GPE': ['Oregon'], 'CARDINAL': ['one']}",18,101,"{'PERSON': ['Juwan Johnson'], 'GPE': ['Oregon'], 'CARDINAL': ['one']}"
45,accident,kurger bing,More appearances of the man with the upside-down face. A New Year’s Eve party at an Air Force base in 1943 where a man…,0,[],[],[],"{'EVENT': ['New Year’s Eve'], 'ORG': ['Air Force'], 'DATE': ['1943']}",24,119,"{'EVENT': ['New Year’s Eve'], 'ORG': ['Air Force'], 'DATE': ['1943']}"
46,accident,"Faridabad, India","The speeding car rammed into a group of people, who were returning after attending a temple festival of Ayyappan Kavu in Thum…",1,[],[],[],{'PERSON': ['Ayyappan Kavu']},22,126,{'PERSON': ['Ayyappan Kavu']}
47,accident,60,My friend (an army) just lost her father in an accident and her mom right now is still unconscious. Please pray for her mo…,1,[],[],[],{},24,123,{}
48,accident,ngovhela Mahunguni,MLINDO THE VOCALIST IN ANOTHER CAR ACCIDENT https://t.co/BXR9rEgAk6,1,[],[],['https://t.co/BXR9rEgAk6'],{'PERSON': ['MLINDO']},8,67,{'PERSON': ['MLINDO']}
49,accident,,"“There are no greater treasures than the highest human qualities such as compassion, courage and hope. Not even tragic accide…",0,[],[],[],{},20,126,{}
50,accident,Germany,Please help our friends in - they have had a non fault accident that's resulted in their vehicle being writte…,0,[],[],[],{},20,110,{}
51,accident,"South Beach, FL",When you hurt your younger sibling by “accident” https://t.co/DAMTEoQtZU,0,[],[],['https://t.co/DAMTEoQtZU'],{},9,72,{}
52,accident,"London, United Kingdom",David Cameron’s decision to hold a referendum expressed in the medium of a road traffic accident. https://t.co/XATYHFtXoa,1,[],[],['https://t.co/XATYHFtXoa'],{'PERSON': ['David Cameron’s']},17,121,{'PERSON': ['David Cameron’s']}
53,accident,"Phoenix, AZ 85017",An auto accident injury can set a process in motion that can get complicated. Find out how long it takes to settle… https://t.co/GQp5tv03dF,1,[],[],['https://t.co/GQp5tv03dF'],{'CARDINAL': ['https://t.co/GQp5tv03dF']},23,139,{'CARDINAL': ['https://t.co/GQp5tv03dF']}
54,accident,"England, UK ",no one has the right to call a baby an accident. jd himself called it a blessing. he used the loveliest word to describe what…,0,[],[],[],{'PERSON': ['jd himself']},25,126,{'PERSON': ['jd himself']}
55,accident,"Melbourne, Australia",I actually posted this by accident to twitter but have decided this can stay,0,[],[],[],{},14,76,{}
56,accident,"Pearland, TX",Question: let’s say you are happily married and your husband dies in a tragic accident. You are deveststed but this pussy not…,0,[],[],[],{},22,126,{}
57,accident,Africa,The Kampala Metropolitan East has in custody two suspects who allegedly strangled to death a passenger… https://t.co/9v77Vm51vw,1,[],[],['https://t.co/9v77Vm51vw'],"{'ORG': ['The Kampala Metropolitan East'], 'CARDINAL': ['two']}",17,127,"{'ORG': ['The Kampala Metropolitan East'], 'CARDINAL': ['two']}"
58,accident,"California, USA","In completely available public information , the fires were mostly started by humans on purpose or on accident with th…",0,[],[],[],{},20,119,{}
59,accident,,During my PhD there was a colleague who went out of her way to bully and cause work discomfort for me. I… https://t.co/G3hivXZo8T,0,[],[],['https://t.co/G3hivXZo8T'],{'WORK_OF_ART': ['PhD']},23,129,{'WORK_OF_ART': ['PhD']}
60,accident,"Kerala, India","The speeding car rammed into a group of people, who were returning after attending a temple festival of Ayyappan Ka… https://t.co/e3bBlaVDDA",1,[],[],['https://t.co/e3bBlaVDDA'],{'PERSON': ['Ayyappan Ka']},21,140,{'PERSON': ['Ayyappan Ka']}
61,accident,"Staffordshire,England","6yr old Bella needs a new home due to an incident that was an accident, she can live with older kids and in the right ho…",0,[],[],[],"{'PERSON': ['Bella', 'ho']}",26,121,"{'PERSON': ['Bella', 'ho']}"
62,accident,,"👀Look at this shit,😠she need her little ass whooped before she hit somebody by accident. #lecheminduroi #bransoncognac #starzge…",0,[],"['lecheminduroi', 'bransoncognac', 'starzge']",[],"{'MONEY': ['#lecheminduroi #'], 'PERSON': ['starzge']}",18,128,"{'MONEY': ['#lecheminduroi #'], 'PERSON': ['starzge']}"
63,accident,"Port Harcourt, Nigeria",You're not an accident on the earth. You're God's divinely crafted masterpiece. He designed you with a destiny in v… https://t.co/KfC7Tpwuj6,0,[],[],['https://t.co/KfC7Tpwuj6'],{},21,140,{}
64,accident,,Iran Says That They Shot Down Ukraine International Flight 172 By Accident. Here is an Picture of that Aircraft in… https://t.co/COdnYq77uZ,1,[],[],['https://t.co/COdnYq77uZ'],{'GPE': ['Iran']},21,139,{'GPE': ['Iran']}
65,accident,Everywhere,Saw this truck with the container almost falling off this morning. Reported…,1,[],[],[],{'TIME': ['this morning']},12,76,{'TIME': ['this morning']}
66,accident,"Ann Arbor, MI",Judge less smile more. It isn’t the oldest profession by accident lol,0,[],[],[],{},12,69,{}
67,aftershock,Global,Puerto Rico hit by another 5.9 magnitude aftershock - KYMA https://t.co/SF2wBVd5me,1,[],[],['https://t.co/SF2wBVd5me'],"{'GPE': ['Puerto Rico'], 'CARDINAL': ['5.9']}",11,82,"{'GPE': ['Puerto Rico'], 'CARDINAL': ['5.9']}"
68,aftershock,"Puerto Rico, USA",3.6 aftershock at 4:05 am. I was asleep and the movement of my bed woke me up. Not so scary but I wish they weren't… https://t.co/LA2mwCLXhf,1,[],[],['https://t.co/LA2mwCLXhf'],"{'CARDINAL': ['3.6'], 'TIME': ['4:05 am'], 'GPE': ['https://t.co/LA2mwCLXhf']}",26,140,"{'CARDINAL': ['3.6'], 'TIME': ['4:05 am'], 'GPE': ['https://t.co/LA2mwCLXhf']}"
69,aftershock,In the mind of haters.,"Good Night my friends, As per USGS, the new 5.9 quake in this morning caused the 7-day aftershock forecast to change.…",1,[],[],[],"{'ORG': ['USGS'], 'CARDINAL': ['5.9'], 'TIME': ['this morning'], 'DATE': ['7-day']}",21,118,"{'ORG': ['USGS'], 'CARDINAL': ['5.9'], 'TIME': ['this morning'], 'DATE': ['7-day']}"
70,aftershock,Czech Republic,Yea it wasnt that long she killed me in like 6 or 7 seconds but not sure would have to… https://t.co/pexyxYJoFM,0,[],[],['https://t.co/pexyxYJoFM'],{'TIME': ['6 or 7 seconds']},21,111,{'TIME': ['6 or 7 seconds']}
71,aftershock,USA,Honored to have an essay in #AfterShock Marking the 50th anniversary of Alvin Toffler’s Future Shock Compendium of essays in t…,0,[],['AfterShock'],[],"{'PERSON': ['AfterShock Marking'], 'ORDINAL': ['50th'], 'ORG': ['Alvin Toffler’s']}",21,127,"{'PERSON': ['AfterShock Marking'], 'ORDINAL': ['50th'], 'ORG': ['Alvin Toffler’s']}"
72,aftershock,,TICKETS ON SALE!!!!!!!!!! - Aftershock https://t.co/kQHMzbgmvk #nowplaying #k4hdradio,0,[],"['nowplaying', 'k4hdradio']",['https://t.co/kQHMzbgmvk'],{},8,85,{}
73,aftershock,"Bay Area, CA",Come with us to Aftershock!,0,[],[],[],{},5,27,{}
74,aftershock,"Great Southwest, U.S.A.",o_O ! I think I felt your aftershock,0,[],[],[],{},8,36,{}
75,aftershock,"Katowice, Poland",A quick comparison of the ongoing 2020 M6.4 Puerto Rico earthquake sequence and the 2003 M6.5 Central California sequenc…,1,[],[],[],"{'DATE': ['2020', '2003'], 'GPE': ['Puerto Rico'], 'LOC': ['Central California']}",19,121,"{'DATE': ['2020', '2003'], 'GPE': ['Puerto Rico'], 'LOC': ['Central California']}"
76,aftershock,,"Why are Puerto Ricans refusing to go home? Aside from the 5.4 aftershock just now, the ground in southwest Puerto Rico has…",1,[],[],[],"{'NORP': ['Puerto Ricans'], 'CARDINAL': ['5.4'], 'GPE': ['Puerto Rico']}",22,123,"{'NORP': ['Puerto Ricans'], 'CARDINAL': ['5.4'], 'GPE': ['Puerto Rico']}"
77,aftershock,Toronto,2010 - Inception. The Social Network. Easy A. Black Swan. Toy Story 3. The Kids are All Right. Aftershock.,0,[],[],[],"{'DATE': ['2010'], 'ORG': ['The Social Network'], 'PERSON': ['Easy A. Black Swan', 'Toy Story'], 'CARDINAL': ['3']}",19,106,"{'DATE': ['2010'], 'ORG': ['The Social Network'], 'PERSON': ['Easy A. Black Swan', 'Toy Story'], 'CARDINAL': ['3']}"
78,aftershock,Texas,Puerto Rico hit by another 5.9 magnitude aftershock - KYMA https://t.co/rrTNTMA8NR,1,[],[],['https://t.co/rrTNTMA8NR'],"{'GPE': ['Puerto Rico'], 'CARDINAL': ['5.9']}",11,82,"{'GPE': ['Puerto Rico'], 'CARDINAL': ['5.9']}"
79,aftershock,são paulo -sp,Puerto Rico hit by another 5.9 magnitude aftershock - KYMA https://t.co/wW3CdsvDV2,1,[],[],['https://t.co/wW3CdsvDV2'],"{'GPE': ['Puerto Rico'], 'CARDINAL': ['5.9']}",11,82,"{'GPE': ['Puerto Rico'], 'CARDINAL': ['5.9']}"
80,aftershock,"  Philippines ,From America",A other Hard hit https://t.co/x3e2mf6DKo,0,[],[],['https://t.co/x3e2mf6DKo'],{},5,40,{}
81,aftershock,Islamabad,"Musharaf verdict was just mild aftershock of extension, one should not worry what comes after extention.",0,[],[],[],{},16,104,{}
82,aftershock,"Flatbush, Brooklyn",Puerto Rico hit by another 5.9 magnitude aftershock - KYMA https://t.co/vRAdkSZaLn,1,[],[],['https://t.co/vRAdkSZaLn'],"{'GPE': ['Puerto Rico'], 'CARDINAL': ['5.9']}",11,82,"{'GPE': ['Puerto Rico'], 'CARDINAL': ['5.9']}"
83,aftershock,"Surabaya, Indonesia",Kumera yellow Aftershock #PH19FOSSIL featured in bankbtn Good Living magazine Photography Stylist shino… https://t.co/V9LJ65ttzR,0,[],['PH19FOSSIL'],['https://t.co/V9LJ65ttzR'],"{'GPE': ['Kumera'], 'ORG': ['Good Living']}",14,128,"{'GPE': ['Kumera'], 'ORG': ['Good Living']}"
84,aftershock,,Puerto Rico hit by another 5.9 magnitude aftershock - KYMA https://t.co/MMxXzwBpaF,1,[],[],['https://t.co/MMxXzwBpaF'],"{'GPE': ['Puerto Rico'], 'CARDINAL': ['5.9']}",11,82,"{'GPE': ['Puerto Rico'], 'CARDINAL': ['5.9']}"
85,aftershock,NYC,Please pray for #PuertoRico!!!!! https://t.co/uWqP2yNohW,0,[],['PuertoRico'],['https://t.co/uWqP2yNohW'],{'PERSON': ['PuertoRico']},5,56,{'PERSON': ['PuertoRico']}
86,aftershock,ethers,Puerto Rico hit by another 5.9 magnitude aftershock - KYMA https://t.co/lRTLlbB9TV,1,[],[],['https://t.co/lRTLlbB9TV'],"{'GPE': ['Puerto Rico'], 'CARDINAL': ['5.9']}",11,82,"{'GPE': ['Puerto Rico'], 'CARDINAL': ['5.9']}"
87,aftershock,"Ковров, Россия",И снова о кризисе демографии (Yakov_Z) https://t.co/BlgYuNumDG,0,[],[],['https://t.co/BlgYuNumDG'],"{'ORG': ['снова о'], 'NORP': ['Yakov_Z'], 'PERSON': ['https://t.co/BlgYuNumDG']}",7,62,"{'ORG': ['снова о'], 'NORP': ['Yakov_Z'], 'PERSON': ['https://t.co/BlgYuNumDG']}"
88,aftershock,"Planet Eyal, Shandral System",Darkake(7 yeek possessor) was killed by possession aftershock on Ritches Tunnels 2. https://t.co/AZoiZicsDe,1,[],[],['https://t.co/AZoiZicsDe'],{'CARDINAL': ['2']},13,107,{'CARDINAL': ['2']}
89,aftershock,,Check out my latest video... SUPERZERO VOL. 1 - CLOSER LOOK https://t.co/T36KGXJdvY A closer look at SUPERZERO VOL. 1 by Am…,0,[],[],['https://t.co/T36KGXJdvY'],"{'PERSON': ['SUPERZERO VOL'], 'CARDINAL': ['1', '1'], 'ORG': ['SUPERZERO VOL']}",21,124,"{'PERSON': ['SUPERZERO VOL'], 'CARDINAL': ['1', '1'], 'ORG': ['SUPERZERO VOL']}"
90,aftershock,,Might be a small aftershock. I didn't feel anything,0,[],[],[],{},9,51,{}
91,aftershock,"Brooklyn, NY","Stay informed, stay engaged with whats going on in #PuertoRico after the #earthquake The USGS’ 30-Day aftershock s… https://t.co/bYIBfpLHYg",0,[],"['PuertoRico', 'earthquake']",['https://t.co/bYIBfpLHYg'],"{'PERSON': ['PuertoRico'], 'ORG': ['USGS'], 'DATE': ['30-Day']}",19,139,"{'PERSON': ['PuertoRico'], 'ORG': ['USGS'], 'DATE': ['30-Day']}"
92,aftershock,,This isnt good. I feel for the people of Puerto Rico https://t.co/gZC7TYroxS,0,[],[],['https://t.co/gZC7TYroxS'],{'GPE': ['Puerto Rico https://t.co/gZC7TYroxS']},12,76,{'GPE': ['Puerto Rico https://t.co/gZC7TYroxS']}
93,aftershock,"Melbourne, Victoria","Aftershock Vapor 15 Pro Review – Aussie, Aussie, Aussie https://t.co/pWNq3VAr2r #PowerUpAU",0,[],['PowerUpAU'],['https://t.co/pWNq3VAr2r'],"{'CARDINAL': ['15'], 'ORG': ['Pro Review'], 'PERSON': ['Aussie', 'Aussie']}",11,90,"{'CARDINAL': ['15'], 'ORG': ['Pro Review'], 'PERSON': ['Aussie', 'Aussie']}"
94,aftershock,,Puerto Rico Worker explains Earthquake aftershock. Pleading to go viral https://t.co/hhfjQNLEt8 via,0,[],[],['https://t.co/hhfjQNLEt8'],{'ORG': ['Puerto Rico Worker']},12,99,{'ORG': ['Puerto Rico Worker']}
95,aftershock,Piscataway land // DC,this is an unfathomable number. I lived through a large earthquake and we slept under the table for one terrible night…,0,[],[],[],{'TIME': ['one terrible night']},21,119,{'TIME': ['one terrible night']}
96,aftershock,DEPRESSED VIBES,nah I need calm down 💀 https://t.co/eOKphShN5R,0,[],[],['https://t.co/eOKphShN5R'],{},7,46,{}
97,aftershock,,thinking about how some1 spat blood at me during Marilyn Manson’s set at aftershock 👁👁,0,[],[],[],"{'PERSON': ['Marilyn Manson’s'], 'PRODUCT': ['👁👁']}",15,86,"{'PERSON': ['Marilyn Manson’s'], 'PRODUCT': ['👁👁']}"
